,,Visual Properties,,,,,Labels,,,Graph Metrics,Do Not Edit,,Other Columns,,,,,,,,,,,,,
University of Toronto,University of Toronto,,,,,,,,,,1718,,2021-06-28T16:01:54.000Z,Mon Jun 28 16:01:54 +0000 2021,35,"Kelly Hannah-Moffat takes on expanded role as #UofT’s vice-president, people strategy, equity &amp; culture ?? https://t.co/Fa6LRH5Xwy https://t.co/IZdalBBkYK",8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6QL ,1,0,photo,https://pbs.twimg.com/media/E4-zfu7WUAkOeBh.jpg,
University of Toronto Student Life,University of Toronto,,,,,,,,,,1719,,2021-06-28T15:00:25.000Z,Mon Jun 28 15:00:25 +0000 2021,0,"RT @UofTStudentLife : Hey #UofT Grads! Join us @UofTGradlife for tomorrow's Grad Connection. Topic: Navigating your grad work virtually — Tuesday, June 29, 12-1:30pmET (online). Details here: https://t.co/bPsrjAM572 https://t.co/8kUu3FMAVz",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://clnx.utoronto.ca/home/gradlife.htm?eventId=33541 ,1,0,photo,https://pbs.twimg.com/media/E4-T9GOX0AEnTDc.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1720,,2021-06-28T14:02:53.000Z,Mon Jun 28 14:02:53 +0000 2021,40,".@UTM's @FatimaAlSaadie is this year's recipient of the John Black Aird Scholarship, which is awarded to #UofT’s top undergraduate student. #UofTGrad21 ?? https://t.co/w8EaHIEg0E https://t.co/5nup9NCMFg",8,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6QG ,2,2,photo,https://pbs.twimg.com/media/E4-YQ49XIAI_mBB.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1721,,2021-06-26T13:01:04.000Z,Sat Jun 26 13:01:04 +0000 2021,42,#UofT's Black Graduation Ceremony returns today virtually at 12 p.m. EDT #UofTGrad21 ?? https://t.co/jUfd3XiQY9 https://t.co/tqTeqEu6Ge,12,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,http://bit.ly/3wZbY15 ,2,0,photo,https://pbs.twimg.com/media/E4z28FuWQAEXRKj.jpg,https://video.twimg.com/tweet_video/EsW64hYWMAE6KNK.mp4
Hart House,University of Toronto,,,,,,,,,,1722,,2021-06-25T21:01:03.000Z,Fri Jun 25 21:01:03 +0000 2021,0,"RT @harthouseuoft : We are honoured to host the 5th annual U of T Black Graduation, with a ceremony that is dignifying and triumphant. We look forward to celebrating graduates with a Keynote Address from @RandellAdjei and special performances: https://t.co/UCsrIlpSqW
@uoftbsa @blackgraduoft https://t.co/bjzbxUgdH9",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/2U4EnEB ,0,3,photo,https://pbs.twimg.com/media/E4wDZmMXMAge1zL.jpg,https://pbs.twimg.com/media/EsWz81-VEAAN4x9.jpg
University of Toronto,University of Toronto,,,,,,,,,,1723,,2021-06-25T20:01:10.000Z,Fri Jun 25 20:01:10 +0000 2021,27,#UofTGrad21: @UofTCompSci grads reflect on their studies – and the #UofT profs who inspired them ?? https://t.co/PGKogmySkx https://t.co/3WNu6qmJVe,5,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6QH ,2,1,photo,https://pbs.twimg.com/media/E4wMt7HXwAwMH5w.jpg,https://video.twimg.com/ext_tw_video/1352654955312599040/pu/vid/480x270/FYA9METdcM6xXWnn.mp4?tag=10
Leslie Dan Faculty of Pharmacy,University of Toronto,,,,,,,,,,1724,,2021-06-25T19:01:01.000Z,Fri Jun 25 19:01:01 +0000 2021,0,"RT @UofTPharmacy : Congratulations to Professor @StephAngers, who will be the new Director of the @DonnellyCentre in @uoftmedicine starting September 1, 2021! ??

Learn more about Prof. Angers’ research on a potential new treatment for diabetic retinopathy. ????

 https://t.co/I3jEHkQPfV https://t.co/0VLeuCwF9T",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://ow.ly/xq7R50FiKkn ,0,3,photo,https://pbs.twimg.com/media/E4vygSSWYAAbW7j.jpg,https://pbs.twimg.com/media/EsWLfVBXMAc5gwR.jpg
University of Toronto,University of Toronto,,,,,,,,,,1725,,2021-06-25T18:01:09.000Z,Fri Jun 25 18:01:09 +0000 2021,24,"From insulin to cardiac &amp; brain health to stem cells &amp; #AI, #UofT is celebrating a century of health innovation that continues to revolutionize health care. #Insulin100 ?? https://t.co/zsGjkXEeWw https://t.co/R6TktbXoZo",5,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,http://bit.ly/3346ncI ,3,0,video,https://video.twimg.com/amplify_video/1408485399031386120/vid/320x320/ojdCyt4-RzxB2tSe.mp4?tag=14,https://pbs.twimg.com/media/EsRBBLzVEAAeWRP.jpg
U of T Alumni,University of Toronto,,,,,,,,,,1726,,2021-06-25T17:55:19.000Z,Fri Jun 25 17:55:19 +0000 2021,0,"RT @uoftalumni : #UofTGrad21, you're invited to an exclusive webinar by the LinkedIn Guys on July 14. Get help navigating your career. Learn strategies for online job searches, video interviews and more. Register now: https://t.co/vYUdxt2F3y",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/2S28n3f ,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,1727,,2021-06-25T17:01:42.000Z,Fri Jun 25 17:01:42 +0000 2021,23,"How #UofT grad Chelsea Chioma Anthony from @UofTArtSci changed plans, found her passion &amp; got involved #UofTGrad21 ?? https://t.co/JcW8vmNvcA https://t.co/cxjHE6HUvS",2,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6QE ,2,1,photo,https://pbs.twimg.com/media/E4vkaM-XEAAThdm.jpg,
Alysa Obertas,University of Toronto,,,,,,,,,,1728,,2021-06-25T16:55:05.000Z,Fri Jun 25 16:55:05 +0000 2021,0,RT @AstroAlysa : Today is #BlackWhole day for #BlackInAstroWeek2021! I'd like to share the work of @UofTAstro and @DunlapInstitute graduate student @ikape_margaret! She works with @reneehlozek to understand our universe's ionisation history using the @SimonsObs ???? https://t.co/19Q7MmLrCl,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,5,photo,https://pbs.twimg.com/media/E4qdwYSXMAIGZL_.jpg,https://pbs.twimg.com/media/EsVlCVIVoAECcz1.jpg
University of Toronto,University of Toronto,,,,,,,,,,1729,,2021-06-25T16:01:17.000Z,Fri Jun 25 16:01:17 +0000 2021,31,".@UofTArtSci's Michael Samakayi (@micsajr), an international grad, leaves his mark on #UofT with ASL club &amp; course #UofTGrad21 ?? https://t.co/obNdNEhwr7 https://t.co/OorOk4wtbc",4,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qz ,2,2,animated_gif,https://video.twimg.com/tweet_video/E4vUmbMWUAkoqOt.mp4,
University of Toronto Student Life,University of Toronto,,,,,,,,,,1730,,2021-06-25T15:55:03.000Z,Fri Jun 25 15:55:03 +0000 2021,0,"RT @UofTStudentLife : Learn to spot — and avoid — housing scams! Get all the info, and check out our resources on the Housing website here: https://t.co/YeGP3F2rrE #UofT https://t.co/RdhL7lXzyB",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://uoft.me/housingscams ,1,0,photo,https://pbs.twimg.com/media/E4vIHnKXIAUoxr2.jpg,https://pbs.twimg.com/media/EsR_cmgXYAAYgPv.jpg
University of Toronto,University of Toronto,,,,,,,,,,1731,,2021-06-25T15:01:37.000Z,Fri Jun 25 15:01:37 +0000 2021,82,#UofT hosts vaccine clinic pow wow at Varsity Stadium ?? https://t.co/b0Em0ce0EA https://t.co/yrkL0qvSTv,16,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Q3 ,1,0,photo,https://pbs.twimg.com/media/E4vI7S-WEAEawyQ.jpg,
U of T Varsity Blues,University of Toronto,,,,,,,,,,1732,,2021-06-25T14:55:04.000Z,Fri Jun 25 14:55:04 +0000 2021,0,"RT @Varsity_Blues : Rise and shine! It’s Day 1 of the #ACTrials21 in Montreal and we have ???@UofT alumnae vying for an Olympic berth today!

11am | Alicia Brown | 400m
7pm | Madeleine Kelly | 800m

?? https://t.co/MjCkuO5LGR
?? https://t.co/SxNu8DEshF

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/xPHCq8P8f5",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,http://athleticscanada.tv https://bit.ly/3h29yIv ,3,1,photo,https://pbs.twimg.com/media/E4udOaKWEAg65ko.jpg,https://pbs.twimg.com/media/EsRmz9pVkAAokVI.jpg
University of Toronto,University of Toronto,,,,,,,,,,1733,,2021-06-25T14:01:06.000Z,Fri Jun 25 14:01:06 +0000 2021,59,"#UofT grads celebrate virtual convocation with videos, artwork – and a profound sense of accomplishment #UofTGrad21 ?? https://t.co/eokpNx7tiV https://t.co/G75UZqjfBN",18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qs ,2,0,photo,https://pbs.twimg.com/media/E4u2GgqWEAA2Qhz.jpg,https://pbs.twimg.com/media/EsRIBIvUcAQXWry.jpg
Waakebiness-Bryce Institute for Indigenous Health,University of Toronto,,,,,,,,,,1734,,2021-06-24T21:19:42.000Z,Thu Jun 24 21:19:42 +0000 2021,0,"RT @wbiih_ : Starting Friday June 25, we are offering weekly Residential School talking and healing circles over Zoom from 10am-12pm for @UofT students, staff, and faculty. 

To register, visit https://t.co/ggEd1iOVZ1

@SuzanneLStewart @armp71 @SteiniBrown @UofT_dlsph https://t.co/CN90nQaB7m",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://www.eventbrite.ca/e/irs-talking-healing-circle-for-ut-staff-students-faculty-tickets-161142167561 ,0,5,photo,https://pbs.twimg.com/media/E4rGQzTXoAEDbbt.jpg,https://pbs.twimg.com/media/EsQ6kJ_XUAM7HEr.jpg
University of Toronto,University of Toronto,,,,,,,,,,1735,,2021-06-24T20:18:58.000Z,Thu Jun 24 20:18:58 +0000 2021,23,"The #UofT community can access confidential supports 24 hours a day. Indigenous students through fnh.info@utoronto.ca, and all students through the MySSP app or by calling 1-844-451-9700 / 1-416-380-6578. Staff and faculty can access the Employee &amp; Family Assistance Program. /4",16,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,https://pbs.twimg.com/media/EsQkNcwW8AMZ7Tr.jpg
University of Toronto,University of Toronto,,,,,,,,,,1736,,2021-06-24T20:18:57.000Z,Thu Jun 24 20:18:57 +0000 2021,19,"""#UofT has an important role in bringing lasting reconciliation. We continue to build relationships with Indigenous communities to work towards this. We will commemorate this latest discovery by flying flags on our campuses half-mast."" /3",10,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,0,,,
University of Toronto,University of Toronto,,,,,,,,,,1737,,2021-06-24T20:18:57.000Z,Thu Jun 24 20:18:57 +0000 2021,18,"""This is an incredibly difficult time of ongoing grief. Our thoughts are with the Cowessess Nation, the Secwépemc Nation as it mourns the 215 children whose bodies were discovered last month, and all the other First Nations who are mourning losses across Turtle Island."" /2",11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,0,0,,,https://pbs.twimg.com/media/EsMx1FIVkAEi9Hk.jpg
University of Toronto,University of Toronto,,,,,,,,,,1738,,2021-06-24T20:18:57.000Z,Thu Jun 24 20:18:57 +0000 2021,100,"A statement from #UofT President Meric Gertler: ""The discovery of the remains of more than 750 people in unmarked graves near a residential school in the Cowessess First Nation in Saskatchewan, has caused tremendous pain within our community and well beyond."" /1",57,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,1,0,,,
OISEUofT,University of Toronto,,,,,,,,,,1739,,2021-06-24T20:05:22.000Z,Thu Jun 24 20:05:22 +0000 2021,0,RT @OISEUofT : Janet Joy’s sustainable parking spot paradise: OISE Stay At Home Club https://t.co/dQg1LElz1h,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://twitter.com/i/broadcasts/1vAGRwwnQZZJl ,0,0,,,
University of Toronto Student Life,University of Toronto,,,,,,,,,,1740,,2021-06-24T19:01:01.000Z,Thu Jun 24 19:01:01 +0000 2021,0,"RT @UofTStudentLife : Learn the 5 elements of vogue dance in a free workshop led by Legendary House Mother Snoopy of the Disney Kiki House — next Wednesday, June 30, 5-6pmET, online. Details &amp; registration here: https://t.co/lHFcNd4u0B via @UofTKPE #UofT #UofTpride #pride https://t.co/a2dp6SKl0c",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://kpe.utoronto.ca/wed-06302021-1700/online-vogue-workshop ,3,1,photo,https://pbs.twimg.com/media/E4qxT1wXIAMUmUc.png,https://pbs.twimg.com/media/EsMgzswVEAIn49F.jpg
University of Toronto,University of Toronto,,,,,,,,,,1741,,2021-06-24T18:06:45.000Z,Thu Jun 24 18:06:45 +0000 2021,53,Congratulations to all our graduates! ?? See more moments from #UofT's spring convocation celebration on our https://t.co/iOZy8p3nRf page. #UofTGrad21 ?? https://t.co/3AxvYUOdZP https://t.co/yNc9e4WPkk,12,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://walls.io http://my.walls.io/uoftgrad21 ,2,0,photo,https://pbs.twimg.com/media/E4qozvYX0AQ4xlK.jpg,https://video.twimg.com/ext_tw_video/1351926349166833664/pu/vid/640x360/hyWcBvpu1Aw8bo9Q.mp4?tag=10
U of T Varsity Blues,University of Toronto,,,,,,,,,,1742,,2021-06-24T16:02:01.000Z,Thu Jun 24 16:02:01 +0000 2021,0,"RT @Varsity_Blues : ?? THIS JUST IN ??

Gabe Mastromatteo will join #UofT alumna Kylie Masse in Tokyo as Swimming Canada announced its team for the 2020 Olympic Games!
 
?? https://t.co/DfPSm7zDTV

WE ALL #BLEEDBLUE | #WeAreTO https://t.co/4wvihw74rr",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3wU66X3 ,3,0,photo,https://pbs.twimg.com/media/E4pzaizVIBIEy26.jpg,
U of T Alumni,University of Toronto,,,,,,,,,,1743,,2021-06-24T15:01:05.000Z,Thu Jun 24 15:01:05 +0000 2021,0,"RT @uoftalumni : In this new video, graduating students congratulate the Class of 2021 and share their reflections on what they learned during their time at U of T. https://t.co/mB3WqXUZgc #UofTalumni #UofTGrad21",0,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Retweet,https://bit.ly/3zJVZFY ,2,0,,,https://pbs.twimg.com/media/EsLwzgCWME8U0zj.jpg
University of Toronto,University of Toronto,,,,,,,,,,1744,,2021-06-24T14:01:04.000Z,Thu Jun 24 14:01:04 +0000 2021,18,"From life-saving vaccines to the discovery of stems cells to pioneering genetic research, #UofT &amp; affiliated hospitals have been at the vanguard of some of the most significant medical breakthroughs. #Insulin100 ?? https://t.co/2XEycykus2 https://t.co/etDe2bIhQE",2,en,"<a href=""https://sproutsocial.com"" rel=""nofollow"">Sprout Social</a>",Tweet,http://uoft.me/insulin100trt ,2,0,photo,https://pbs.twimg.com/media/E4pxfgFVIA4yZLP.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1745,,2021-06-23T21:01:33.000Z,Wed Jun 23 21:01:33 +0000 2021,45,We celebrated #UofTGrad21 differently this year &amp; here's how you marked the moment. Congratulations to #UofT's Class of 2021! ? https://t.co/M6GcWZ8wmQ,11,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/i/events/1407392143048650753 ,2,0,,,
University of Toronto,University of Toronto,,,,,,,,,,1746,,2021-06-23T20:36:57.000Z,Wed Jun 23 20:36:57 +0000 2021,35,#UofTGrad21: Meet seven women who are @UofTEngineering's 'Grads to Watch' in 2021 #UofT ?? https://t.co/BNE1abil2N https://t.co/I5Om5ugmnx,10,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qf ,2,1,photo,https://pbs.twimg.com/media/E4mA7JoWUAYWw-W.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1747,,2021-06-23T20:01:08.000Z,Wed Jun 23 20:01:08 +0000 2021,21,"After a workplace accident, #UofT grad Vanessa Alfaro charted a new path to convocation #UofTGrad21 ?? https://t.co/4DFCxVzQDZ https://t.co/NI5qPANnhN",1,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qe ,2,0,photo,https://pbs.twimg.com/media/E4l6FA2X0AESPsS.jpg,https://pbs.twimg.com/media/EsIHGuVVoAIYQLR.jpg
University of Toronto,University of Toronto,,,,,,,,,,1748,,2021-06-23T19:35:19.000Z,Wed Jun 23 19:35:19 +0000 2021,10,"Remember what this was like, what not being with your loved ones meant to you &amp; keep that in mind...don't wait, do it today, says #UofT honorary degree recipient Harry S.?LaForme to #UofTGrad21.

Recognized for exemplary advocacy for Indigenous rights: https://t.co/JHJXDvytSa https://t.co/nchVmWFbNo",1,en,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",Tweet,http://uoft.me/hlaforme ,2,0,video,https://video.twimg.com/amplify_video/1407371613700567042/vid/480x270/10fbvcrzPJ6fGOdW.mp4?tag=14,
U of T Libraries,University of Toronto,,,,,,,,,,1749,,2021-06-23T19:27:47.000Z,Wed Jun 23 19:27:47 +0000 2021,0,"RT @uoftlibraries : Congratulations Kyle Pugh! ?? Kyle, who interned with Fisher Library’s Rare Books and Special Collections Department, has graduated with a Master of Information. Kyle says that he’ll miss his fantastic coworkers at #UofT Libraries. ?? #UofTGrad21 https://t.co/yvERE0BMpT",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E4ltBqJWUAo4IiI.jpg,https://pbs.twimg.com/media/EsHkrHKXAAADQsf.jpg
Andrea Chiappetta,University of Toronto,,,,,,,,,,1750,,2021-06-23T19:15:53.000Z,Wed Jun 23 19:15:53 +0000 2021,0,"RT @andreabcpc : Family is the most important thing, above  everything else. It is their day as much as it is yours! #UofTGrad21 @UofT https://t.co/Rdyt8A5Pus",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,1,photo,https://pbs.twimg.com/media/E4lvdzaXMAM_G0-.jpg,https://pbs.twimg.com/media/EsHHsuGUcAAUDhZ.jpg
Alina Khawaja ???? ?????,University of Toronto,,,,,,,,,,1751,,2021-06-23T18:40:54.000Z,Wed Jun 23 18:40:54 +0000 2021,0,RT @alina_khawaja : I’m a whole graduate!! #UofTGrad21 https://t.co/RV3A7hrpLp,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/E4lkpj9XoBY4rSr.jpg,https://pbs.twimg.com/media/EryYpMMUwAAD-N_.jpg
University of Toronto,University of Toronto,,,,,,,,,,1752,,2021-06-23T18:17:23.000Z,Wed Jun 23 18:17:23 +0000 2021,65,"We’re excited to provide a free virtual photo booth service for #UofTGrad21. ??

1?? Upload photos of you, your family &amp; friends
2?? Add one of our custom campus backgrounds like @UTSC grad @SelinaQ did!

https://t.co/jk5P8v1dop https://t.co/KIIxy1JTF2",22,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://bit.ly/uoft-virtualbooth ,1,2,photo,https://pbs.twimg.com/media/E4k8ZL3XwAMk-EU.jpg,https://pbs.twimg.com/media/EsGvfljXEAMb0B0.jpg
?????,University of Toronto,,,,,,,,,,1753,,2021-06-23T17:25:43.000Z,Wed Jun 23 17:25:43 +0000 2021,0,RT @dopestsomali : I’m officially a 2x @UofT graduate! Thank you @UofTInfoFaculty for the best 2 years ever! ?????? #UofTGrad21 https://t.co/Ncg1H2TuvG,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,2,photo,https://pbs.twimg.com/media/E4lWeIRWEBAluZz.jpg,
Joanna??,University of Toronto,,,,,,,,,,1754,,2021-06-23T17:19:48.000Z,Wed Jun 23 17:19:48 +0000 2021,0,RT @atomicherryy : IM GRADUATING TODAY FROM THE UNIVERSITY OF TORONTO!! #UofTGrad21 #uoft https://t.co/ivXtWKgiDs,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,0,photo,https://pbs.twimg.com/media/E4lINZ7XMAAKGhs.jpg,https://pbs.twimg.com/media/EsGohaCXcAEdx7A.jpg
Susan Finkler,University of Toronto,,,,,,,,,,1755,,2021-06-23T17:09:31.000Z,Wed Jun 23 17:09:31 +0000 2021,0,"RT @fink_miss : #UofTGrad21 
Proud dad Kenny Robinson @TheNubianShow with daughter Izzie #Graduation2021 https://t.co/ZzvvvLLgSW",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,1,photo,https://pbs.twimg.com/media/E4lRz4yXEAY5pYo.jpg,https://pbs.twimg.com/media/EsGZPiZUwAEhI0d.jpg
Nouman Ashraf,University of Toronto,,,,,,,,,,1756,,2021-06-23T16:57:05.000Z,Wed Jun 23 16:57:05 +0000 2021,0,"RT @S_Nouman_Ashraf : Proud @uoft faculty member here who is proudest of being a #UofTGrad21 Papa today!
Heartfelt congratulations to my daughter Aasiya who graduated from @UofTArtSci @WWCollege with high distinction.
Next up, grad school @OISEUofT 
You’ve made us all so proud, MashaAllah!
????
?????????? https://t.co/8z4mpAstYZ",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,4,photo,https://pbs.twimg.com/media/E4lPqi0WYAcQObC.jpg,
U of T Alumni,University of Toronto,,,,,,,,,,1757,,2021-06-23T16:49:46.000Z,Wed Jun 23 16:49:46 +0000 2021,0,RT @uoftalumni : You now belong to a community of #UofTalumni doing amazing things all over the world. Explore all the benefits and perks that come with becoming a @UofT alum. Here's how to stay in touch: https://t.co/quG5BDTfBc #UofTGrad21,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,https://bit.ly/2zNPqIy ,2,1,,,https://pbs.twimg.com/media/EsCfGm2XIAIjkZf.jpg
U of T Mississauga,University of Toronto,,,,,,,,,,1758,,2021-06-23T16:49:07.000Z,Wed Jun 23 16:49:07 +0000 2021,0,"RT @UTM : Graduates, what’s a university highlight for you? 
#UTM grad Jesica Kuruvilla shares two highlights that enhanced her university experience. 
Congratulations to Jesica and the Class of 2021! ??
#UofTGrad21
@UTMManagement @utm_engage

https://t.co/BVONDhnwwq",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,2,video,https://video.twimg.com/ext_tw_video/1405924350612721671/pu/vid/480x852/S8m8xfhg6FgzKrIl.mp4?tag=12,https://pbs.twimg.com/media/EsCiQalVkAA9Dhz.jpg
University of Toronto Scarborough,University of Toronto,,,,,,,,,,1759,,2021-06-23T16:47:21.000Z,Wed Jun 23 16:47:21 +0000 2021,0,"RT @UTSC : It's OFFICIAL. You made it. ?? 

Congratulations to the newest graduates of #UTSC—the class of 2021! You have officially joined the @UTSCalumni / @UofTAlumni family. #UofT #UofTGrad21 https://t.co/n4jbUQkwZD",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,3,2,video,https://video.twimg.com/amplify_video/1407690416418394113/vid/1280x720/rkE7vVsESapXuz0j.mp4?tag=14,https://pbs.twimg.com/media/EsB5HHhW4AI3ok4.jpg
KDL ????,University of Toronto,,,,,,,,,,1760,,2021-06-23T16:45:02.000Z,Wed Jun 23 16:45:02 +0000 2021,0,RT @Darth_Cosmos : Happy to finally be done?? Congrats to all U of T graduates being honored today! #UofTGrad21 https://t.co/U2DdXX5NXH,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/E4lC6IjWUAAh4vY.jpg,https://video.twimg.com/ext_tw_video/1351194124746170373/pu/pl/xjK4SteboBdPo19N.m3u8?tag=10
Anthony Dale,University of Toronto,,,,,,,,,,1761,,2021-06-23T16:34:15.000Z,Wed Jun 23 16:34:15 +0000 2021,0,RT @AnthonyDaleOHA : Congratulations to my wife @simpson_diane on her graduation from @UofT with a PhD in Leadership &amp; Higher Education. We are all very proud of what you have accomplished! #UofTGrad21 #virtualconvocation https://t.co/Dk3NS3tWvP,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,2,2,photo,https://pbs.twimg.com/media/E4lJmbUXMAMoBoY.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1762,,2021-06-23T16:00:02.000Z,Wed Jun 23 16:00:02 +0000 2021,105,Our #UofTGrad21 spring convocation &amp; virtual ceremony begins now! ?? Watch and celebrate our #UofT grads at https://t.co/M5JCRKaLv8. https://t.co/XDUl8CwI0A,27,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://utoronto.ca/convocation ,2,0,photo,https://pbs.twimg.com/media/E4lCNZWXwAMf9dM.jpg,
University of Toronto,University of Toronto,,,,,,,,,,1763,,2021-06-23T15:42:04.000Z,Wed Jun 23 15:42:04 +0000 2021,1,"@__Adjei @UofTStudentLife @uoftalumni @UTM @UTSC @UofTGradlife @global_uoft Yes, the #UofTGrad21 virtual ceremony will be available for viewing on YouTube and Facebook afterwards.",0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Reply,,1,6,,,
University of Toronto,University of Toronto,,,,,,,,,,1764,,2021-06-23T15:01:12.000Z,Wed Jun 23 15:01:12 +0000 2021,103,Only an hour away! ?? Celebrate #UofT’s Class of 2021 at our #UofTGrad21 spring convocation &amp; virtual ceremony on June 23 at 12 p.m. EDT at https://t.co/M5JCRKaLv8. https://t.co/FcbEDdTDHe,15,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://utoronto.ca/convocation ,2,0,photo,https://pbs.twimg.com/media/E4k1qpgXIAQQmCG.jpg,https://pbs.twimg.com/media/ErzPky5VEAA42l3.jpg
University of Toronto,University of Toronto,,,,,,,,,,1765,,2021-06-23T14:32:56.000Z,Wed Jun 23 14:32:56 +0000 2021,35,"#UofTGrad21: @UofTArtSci grad Andrea Johns, whose great-grandfather survived a residential school, says learning the Mohawk language Kanien'kéha at #UofT connected her with a part of her heritage that was taken away from her family. ?? https://t.co/6ijohCFua3 https://t.co/HX87bYIkk0",9,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,http://uoft.me/6Qd ,2,1,photo,https://pbs.twimg.com/media/E4kvI3wXEAI6QBP.jpg,
